ticker,symbol,future,expiry,tframe,time,open,high,low,close,tick_volume,spread,real_volume
WDO,WDOV22,V22,2022-10-03,D1,1605052800.0,5730.0,5751.0,5719.0,5751.0,7.0,1.0,76.0
WDO,WDOV22,V22,2022-10-03,D1,1605139200.0,5716.5,5722.0,5714.5,5714.5,3.0,1.0,56.0
WDO,WDOV22,V22,2022-10-03,D1,1605225600.0,5858.0,5858.0,5823.0,5823.0,2.0,1.0,7.0
WDO,WDOV22,V22,2022-10-03,D1,1605484800.0,5747.0,5787.5,5747.0,5761.5,4.0,1.0,45.0
WDO,WDOV22,V22,2022-10-03,D1,1605571200.0,5734.0,5750.0,5663.5,5687.0,4.0,1.0,24.0
WDO,WDOV22,V22,2022-10-03,D1,1605657600.0,5624.5,5640.5,5622.0,5640.0,6.0,1.0,51.0
WDO,WDOV22,V22,2022-10-03,D1,1605744000.0,5646.5,5647.0,5646.5,5647.0,2.0,1.0,10.0
WDO,WDOV22,V22,2022-10-03,D1,1605830400.0,5733.5,5733.5,5733.5,5733.5,1.0,1.0,14.0
WDO,WDOV22,V22,2022-10-03,D1,1606176000.0,5773.0,5773.0,5746.0,5746.0,2.0,1.0,28.0
WDO,WDOV22,V22,2022-10-03,D1,1606262400.0,5715.5,5723.5,5715.5,5719.5,5.0,1.0,66.0
WDO,WDOV22,V22,2022-10-03,D1,1606348800.0,5668.5,5668.5,5668.5,5668.5,1.0,1.0,20.0
WDO,WDOV22,V22,2022-10-03,D1,1606435200.0,5681.0,5730.0,5681.0,5690.0,8.0,1.0,102.0
WDO,WDOV22,V22,2022-10-03,D1,1607990400.0,5386.0,5386.0,5386.0,5386.0,1.0,1.0,8.0
WDO,WDOV22,V22,2022-10-03,D1,1608076800.0,5369.5,5409.0,5358.0,5409.0,3.0,1.0,29.0
WDO,WDOV22,V22,2022-10-03,D1,1608595200.0,5425.0,5425.0,5425.0,5425.0,1.0,1.0,5.0
WDO,WDOV22,V22,2022-10-03,D1,1609200000.0,5489.0,5489.0,5449.0,5449.0,2.0,1.0,12.0
WDO,WDOV22,V22,2022-10-03,D1,1609718400.0,5466.0,5551.0,5466.0,5551.0,5.0,1.0,69.0
WDO,WDOV22,V22,2022-10-03,D1,1609804800.0,5619.5,5619.5,5595.0,5595.0,3.0,1.0,21.0
WDO,WDOV22,V22,2022-10-03,D1,1609977600.0,5590.0,5590.0,5590.0,5590.0,1.0,1.0,2.0
WDO,WDOV22,V22,2022-10-03,D1,1610064000.0,5697.0,5697.0,5697.0,5697.0,1.0,1.0,9.0
WDO,WDOV22,V22,2022-10-03,D1,1610323200.0,5799.5,5805.0,5799.5,5805.0,2.0,1.0,16.0
WDO,WDOV22,V22,2022-10-03,D1,1610409600.0,5812.0,5812.0,5812.0,5812.0,1.0,1.0,5.0
WDO,WDOV22,V22,2022-10-03,D1,1610496000.0,5647.0,5647.0,5638.0,5638.0,2.0,1.0,10.0
WDO,WDOV22,V22,2022-10-03,D1,1610582400.0,5525.0,5525.0,5525.0,5525.0,1.0,1.0,5.0
