INDFUT;03/01/2022;09:00:00;106355,00;106360,00;106340,00;106355,00;20207450,00;190
INDFUT;03/01/2022;09:01:00;106370,00;106445,00;106335,00;106420,00;14366700,00;135
INDFUT;03/01/2022;09:02:00;106400,00;106415,00;106290,00;106295,00;79189775,00;745
INDFUT;03/01/2022;09:03:00;106320,00;106340,00;106290,00;106335,00;21798675,00;205
INDFUT;03/01/2022;09:04:00;106315,00;106320,00;106285,00;106285,00;6908525,00;65
INDFUT;03/01/2022;09:05:00;106270,00;106340,00;106270,00;106295,00;48364225,00;455
INDFUT;03/01/2022;09:06:00;106275,00;106275,00;106230,00;106260,00;9563400,00;90
INDFUT;03/01/2022;09:07:00;106275,00;106300,00;106260,00;106285,00;21257000,00;200
INDFUT;03/01/2022;09:08:00;106270,00;106285,00;106235,00;106270,00;11158350,00;105
INDFUT;03/01/2022;09:09:00;106270,00;106275,00;106250,00;106250,00;3718750,00;35
INDFUT;03/01/2022;09:10:00;106295,00;106410,00;106290,00;106410,00;54269100,00;510
INDFUT;03/01/2022;09:11:00;106420,00;106440,00;106385,00;106435,00;13836550,00;130
INDFUT;03/01/2022;09:12:00;106445,00;106540,00;106435,00;106435,00;23415700,00;220
INDFUT;03/01/2022;09:13:00;106440,00;106480,00;106410,00;106445,00;23417900,00;220
INDFUT;03/01/2022;09:14:00;106415,00;106470,00;106370,00;106460,00;18098200,00;170
INDFUT;03/01/2022;09:15:00;106415,00;106460,00;106415,00;106425,00;9046125,00;85
INDFUT;03/01/2022;09:16:00;106425,00;106445,00;106385,00;106390,00;35108700,00;330
INDFUT;03/01/2022;09:17:00;106395,00;106400,00;106310,00;106335,00;29773800,00;280
INDFUT;03/01/2022;09:18:00;106325,00;106360,00;106320,00;106360,00;10636000,00;100
INDFUT;03/01/2022;09:19:00;106370,00;106380,00;106355,00;106380,00;18616500,00;175
INDFUT;03/01/2022;09:20:00;106400,00;106400,00;106345,00;106345,00;6380700,00;60
INDFUT;03/01/2022;09:21:00;106345,00;106345,00;106285,00;106330,00;14354550,00;135
INDFUT;03/01/2022;09:22:00;106350,00;106380,00;106350,00;106370,00;5850350,00;55
